,id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,director,cast,country,date_added,rating,duration,listed_in,description
58,tm258072,Adam: His Song Continues,MOVIE,1986,,100,"['crime', 'drama']",['US'],,tt0090589,6.9,220.0,1.742,7.5,Robert Markowitz,"Daniel J. Travanti, JoBeth Williams, Richard Masur, Martha Scott, Paul Regina",United States,"October 1, 2011",TV-MA,96 min,Dramas,"After their child was abducted and murdered, John and Reve Walsh fought to raise national awareness of the problem of missing children."
59,tm51083,A Stoning in Fulham County,MOVIE,1988,,95,"['drama', 'thriller', 'crime']",['US'],,tt0096179,5.9,416.0,1.646,5.3,Larry Elikann,"Ken Olin, Jill Eikenberry, Maureen Mueller, Gregg Henry, Nicholas Pryor, Noble Willingham, Peter Michael Goetz, Ron Perlman, Theodore Bikel, Olivia Burnette, Bill Allen, Brad Pitt",United States,"October 1, 2011",TV-14,95 min,Dramas,"After reckless teens kill an Amish child, a prosecutor attempts to bring the youths to justice despite the condemnation he faces from the community."
60,tm419052,Ek Jaan Hain Hum,MOVIE,1983,,151,"['romance', 'family']",['IN'],,tt0379272,6.3,79.0,1.506,7.0,Rajiv Mehra,"Rajiv Kapoor, Divya Rana, Shammi Kapoor, Tanuja, Kiran Vairale, Rakesh Bedi, Gulshan Grover, Monty Sharma",India,"September 1, 2017",TV-14,151 min,"Dramas, International Movies, Music & Musicals","While trying to win over his beloved’s parents, a young man is accused of arson, and his father soon realizes insanity may be his only defense."
61,tm47673,An Egyptian Story,MOVIE,1983,,129,"['drama', 'fantasy']",['EG'],,tt0084042,7.3,1191.0,1.19,6.7,Youssef Chahine,"Nour El-Sherif, Magda El-Khatib, Yousra, Mohsen Mohiedine, Oussama Nadir, Layla Hamadah, Mohamed Mounir, Ragaa Hussein",Egypt,"June 18, 2020",TV-MA,129 min,"Classic Movies, Dramas, Independent Movies","While undergoing heart surgery in London, Yehia reflects on his life as his heart chamber becomes a courtroom where he's tried for his mistakes."
62,ts20981,Survivor,SHOW,2000,,48,['reality'],['US'],44.0,tt0460682,7.5,25689.0,66.565,7.426,,"Jeff Probst, Jerri Manthey, Colby Donaldson, Rupert Boneham, Parvati Shallow, Rob Mariano, Amanda Kimmel, James Clement, Amber Brkich, Alicia Calaway, Ethan Zohn, Tina Wesson",United States,"November 15, 2020",TV-14,2 Seasons,Reality TV,"In this long-running reality competition series, players battle the elements and each other as they vie for $1 million and the title of Sole Survivor."
63,ts21567,Gilmore Girls,SHOW,2000,TV-14,46,"['comedy', 'drama']",['US'],8.0,tt0238784,8.2,131888.0,265.155,7.916,,"Lauren Graham, Alexis Bledel, Scott Patterson, Keiko Agena, Yanic Truesdale, Kelly Bishop, Edward Herrmann, Melissa McCarthy, Sean Gunn, Liza Weil, Liz Torres, Jared Padalecki",United States,"April 15, 2021",TV-14,7 Seasons,"Romantic TV Shows, TV Comedies, TV Dramas","Fiercely independent single mom Lorelai raises gifted, Ivy League-bound daughter Rory amid a continual stream of quick-witted repartee."
64,ts20983,Neon Genesis Evangelion,SHOW,1995,TV-14,24,"['scifi', 'animation', 'action', 'fantasy', 'thriller', 'drama']",['JP'],1.0,tt0112159,8.5,73305.0,51.872,8.656,,"Megumi Ogata, Kotono Mitsuishi, Yuriko Yamaguchi, Megumi Hayashibara, Yuko Miyamura, Fumihiko Tachiki, Akira Ishida, Motomu Kiyokawa, Hiro Yuki, Miki Nagasawa, Takehito Koyasu, Tomokazu Seki, Tetsuya Iwanaga, Junko Iwao, Mugihito",Japan,"June 21, 2019",TV-MA,1 Season,"Anime Series, International TV Shows","Fifteen years after the Second Impact, Shinji Ikari joins his father's group NERV as one of several teenage mecha pilots fighting the monstrous Angels."
65,tm53991,Big Daddy,MOVIE,1999,PG-13,93,"['drama', 'comedy', 'european']",['US'],,tt0142342,6.4,222489.0,24.717,6.453,Dennis Dugan,"Adam Sandler, Joey Lauren Adams, Jon Stewart, Cole Sprouse, Dylan Sprouse, Josh Mostel, Leslie Mann, Allen Covert, Rob Schneider, Kristy Swanson",United States,"October 1, 2020",PG-13,93 min,Comedies,"Dumped by his girlfriend because he refuses to accept responsibility, overgrown adolescent Sonny Koufax adopts a 5-year-old to prove he's a grownup."
66,ts22193,The Magic School Bus,SHOW,1994,TV-Y,26,"['scifi', 'animation', 'comedy', 'family', 'fantasy']","['US', 'CA']",4.0,tt0108847,7.8,10290.0,17.961,7.7,,"Lily Tomlin, Daniel DeSanto, Erica Luttrell, Maia Filar, Lisa Yamanaka, Tara Meyer, Stuart Stone, Malcolm-Jamal Warner, Danny Tamberelli","Canada, United States","May 19, 2021",TV-Y,1 Season,Kids' TV,"Join Ms. Frizzle as the Magic School Bus travels to outer space, under the sea, through an anthill – and even inside the human body!"
67,tm12172,Kicking and Screaming,MOVIE,1995,R,95,"['comedy', 'drama', 'romance']",['US'],,tt0113537,6.7,14002.0,11.962,6.285,Noah Baumbach,"Josh Hamilton, Olivia d'Abo, Carlos Jacott, Chris Eigeman, Eric Stoltz, Jason Wiles, Parker Posey, Cara Buono, Elliott Gould, Samuel Gould",United States,"November 4, 2019",R,97 min,"Comedies, Independent Movies, Romantic Movies","After graduating, four college roomies – petrified by the prospect of facing ""real life"" – reluctantly step into adulthood in this ensemble comedy."
68,ts25252,Yu-Gi-Oh!,SHOW,1998,TV-Y,22,"['scifi', 'action', 'animation', 'family', 'fantasy', 'comedy', 'drama']",['JP'],7.0,tt0249327,7.3,21941.0,28.2,7.23,,"Dan Green, Eric Stuart, Amy Birnbaum, Darren Dunstan, Wayne Grayson, Tara Sands, Lisa Ortiz, Megan Hollingshead, Madeleine Blaustein, Sam Riegel, Ted Lewis, Gregory Abbey, Jimmy Zoppi",Japan,"March 31, 2021",TV-Y7,1 Season,"Anime Series, Kids' TV","The lives of young Yugi Moto and his friends Joey, Tristan, and Téa are forever changed when a fantasy card game becomes their reality."
69,tm46173,The Mask of Zorro,MOVIE,1998,PG-13,136,"['action', 'romance', 'thriller', 'western', 'comedy']",['US'],,tt0120746,6.8,188836.0,39.62,6.5,Martin Campbell,"Antonio Banderas, Anthony Hopkins, Catherine Zeta-Jones, Stuart Wilson, Matt Letscher, Tony Amendola, Pedro Armendáriz Jr., William Marquez, José Pérez, Victor Rivers","United States, Germany, Mexico","January 1, 2020",PG-13,138 min,"Action & Adventure, Romantic Movies","An aging Zorro passes the torch to a young successor, schooling him in discipline and training him to take up the sword against crooked officials."
70,tm46410,Life,MOVIE,1999,R,108,"['comedy', 'crime', 'drama']",['US'],,tt0123964,6.8,52225.0,19.109,6.6,,"Lee Dong-wook, Cho Seung-woo, Won Jin-ah, Lee Kyu-hyung, Moon Sung-keun, Yoo Jae-myung, Moon So-ri, Chun Ho-jin",South Korea,"September 12, 2018",TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas","At Korea's top university medical center, ideals and interests collide between a patient-centered ER doctor and the hospital's newly-appointed CEO."
71,ts81583,Life,SHOW,2018,,65,"['drama', 'thriller']",['KR'],1.0,tt8243158,7.6,789.0,9.408,8.1,,"Lee Dong-wook, Cho Seung-woo, Won Jin-ah, Lee Kyu-hyung, Moon Sung-keun, Yoo Jae-myung, Moon So-ri, Chun Ho-jin",South Korea,"September 12, 2018",TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas","At Korea's top university medical center, ideals and interests collide between a patient-centered ER doctor and the hospital's newly-appointed CEO."
72,tm6859,My Girl,MOVIE,1991,PG,102,"['drama', 'comedy', 'family', 'romance', 'european']",['US'],,tt0102492,6.9,83595.0,35.444,7.4,Howard Zieff,"Dan Aykroyd, Jamie Lee Curtis, Macaulay Culkin, Anna Chlumsky, Richard Masur, Griffin Dunne, Ann Nelson, Peter Michael Goetz, Jane Hallaren, Anthony R. Jones",United States,"August 1, 2021",PG-13,102 min,Dramas,This coming-of-age charmer follows a summer in the life of an 11-year-old girl who learns about love and loss as she grapples with profound changes.
73,ts21581,Girlfriends,SHOW,2000,TV-PG,21,"['drama', 'comedy']",['US'],8.0,tt0247102,7.4,4715.0,55.719,7.607,,"Tracee Ellis Ross, Golden Brooks, Persia White, Jill Marie Jones, Reginald C. Hayes",United States,"September 11, 2020",TV-14,8 Seasons,TV Comedies,"Four close friends in Los Angeles challenge and support each other through life's triumphs and disasters. Sophisticated, relatable and always funny."
74,tm255589,One Last Shot,MOVIE,1998,,30,[],[],,,,,2.31,5.2,Mike Clattenburg,"Robb Wells, John Paul Tremblay, John Dunsworth",Canada,"August 24, 2018",TV-MA,31 min,Comedies,"In this low-budget short film, two best buddies meet up for a night of booze-fueled fun before one of them moves to Vancouver."
75,ts22039,H,SHOW,1998,TV-MA,25,['comedy'],['FR'],4.0,tt0173554,7.4,1802.0,5.473,7.375,,"Jamel Debbouze, Éric Judor, Ramzy Bedia, Catherine Benguigui, Sophie Mounicot, Jean-Luc Bideau",France,"September 1, 2020",TV-MA,4 Seasons,"International TV Shows, TV Comedies","At a dysfunctional hospital in Paris, three bumbling, eccentric medical employees embark on zany misadventures with surgical imprecision."
76,tm64817,Jerry Seinfeld: I'm Telling You for the Last Time,MOVIE,1998,G,75,"['comedy', 'documentation']",['US'],,tt0500140,7.8,5998.0,5.353,7.468,Marty Callner,Jerry Seinfeld,United States,"January 30, 2018",TV-14,69 min,Stand-Up Comedy,"Months after his classic TV sitcom ends, the legendary comic returns to his stand-up roots to deliver his best jokes on a sold-out international tour."
77,tm63514,The Last Days,MOVIE,1999,,87,"['drama', 'documentation', 'war']",['US'],,tt0174852,7.9,4863.0,4.196,7.563,James Moll,,United States,"May 19, 2021",PG-13,87 min,Documentaries,This Oscar-winning documentary recounts the harrowing stories of five Hungarian Jews who endured the horrors of the Holocaust and Hitler's reign.
78,tm56033,Croupier,MOVIE,1998,R,94,"['thriller', 'drama', 'european', 'crime']","['IE', 'GB', 'DE', 'FR']",,tt0159382,7.0,22470.0,11.297,6.776,Mike Hodges,"Clive Owen, Kate Hardie, Alex Kingston, Gina McKee, Nicholas Ball, Nick Reding, Alexander Morton","Ireland, United Kingdom, France, Germany","March 26, 2021",TV-MA,95 min,"Dramas, Independent Movies, Thrillers","A would-be writer lands a job as a croupier to make ends meet. But when he becomes involved with a gambler, he is lured into taking part in a heist."
79,tm10811,Heavy,MOVIE,1995,R,105,"['drama', 'romance']",['US'],,tt0113280,6.8,5381.0,4.536,6.8,James Mangold,"Pruitt Taylor Vince, Shelley Winters, Liv Tyler, Debbie Harry, Evan Dando, Joe Grifasi, David Patrick Kelly, Marian Quinn",United States,"August 3, 2021",R,104 min,"Dramas, Independent Movies, Romantic Movies",Overweight Victor hides from the world making pizzas in his mother's gloomy dive until a new waitress blows in and disrupts his isolation.
80,tm110217,The Nutty Professor,MOVIE,1996,PG-13,91,"['fantasy', 'scifi', 'comedy', 'romance']",['US'],,tt0117218,5.7,119543.0,18.079,5.6,Tom Shadyac,"Eddie Murphy, Jada Pinkett Smith, James Coburn, Larry Miller, Dave Chappelle, John Ales, Patricia Wilson, Jamal Mixon",United States,"September 1, 2021",PG-13,95 min,"Comedies, Romantic Movies","After being made fun of for his weight, a kind and brainy professor takes a dose of a revolutionary formula that changes more than just his appearance."
81,ts21684,Heartbreak High,SHOW,1994,TV-14,45,"['drama', 'romance']",['AU'],7.0,tt0108800,7.8,3340.0,23.45,7.115,,"Callan Mulvey, Lara Cox, Emma Roche, Ada Nicodemou, Rel Hunt, Putu Winchester, Salvatore Coco, Barbara Gouskos, Ivar Kants, Stephen O'Rourke, Abi Tucker, Scott Major, Corey Page, Despina Caldis, Deni Gordon, Jon Pollard, Vince Poletto, Andrea Moor, Jeremy Lindsay Taylor, Doris Younane, Tony Martin, Sebastian Goldspink, Katherine Halliday, Marcel Bracks, Nina Liu, Morna Seres, Nathalie Roy, Rebecca Smart, Fleur Beaupert, Alex Dimitriades, Tina Bursill, Peter Sumner, Mario Gamma, Tai Nguyen, Inge Hornstra, Rupert Reid, John Walton, Nick Lathouris, Hugh Baldwin, Sarah Lambert, Jan Adele, Diane Craig, Ian Bliss, Alexandra Brunning, Kym Wilson, Isabella Gutierrez, Simon Baker",Australia,"November 27, 2020",TV-14,7 Seasons,"International TV Shows, TV Dramas, Teen TV Shows",A crash course on the turbulence of being a teen is always on the schedule for the students at Hartley High School in this 1990s series set in Sydney.
82,ts330185,Heartbreak High,SHOW,2022,TV-MA,49,"['drama', 'romance']",['AU'],1.0,tt15054962,7.7,7431.0,22.54,7.3,,"Callan Mulvey, Lara Cox, Emma Roche, Ada Nicodemou, Rel Hunt, Putu Winchester, Salvatore Coco, Barbara Gouskos, Ivar Kants, Stephen O'Rourke, Abi Tucker, Scott Major, Corey Page, Despina Caldis, Deni Gordon, Jon Pollard, Vince Poletto, Andrea Moor, Jeremy Lindsay Taylor, Doris Younane, Tony Martin, Sebastian Goldspink, Katherine Halliday, Marcel Bracks, Nina Liu, Morna Seres, Nathalie Roy, Rebecca Smart, Fleur Beaupert, Alex Dimitriades, Tina Bursill, Peter Sumner, Mario Gamma, Tai Nguyen, Inge Hornstra, Rupert Reid, John Walton, Nick Lathouris, Hugh Baldwin, Sarah Lambert, Jan Adele, Diane Craig, Ian Bliss, Alexandra Brunning, Kym Wilson, Isabella Gutierrez, Simon Baker",Australia,"November 27, 2020",TV-14,7 Seasons,"International TV Shows, TV Dramas, Teen TV Shows",A crash course on the turbulence of being a teen is always on the schedule for the students at Hartley High School in this 1990s series set in Sydney.
83,ts25249,The Wiggles,SHOW,1998,TV-Y,20,"['family', 'music', 'fantasy', 'comedy', 'european']",['AU'],10.0,tt0454656,8.0,165.0,20.011,6.214,,"Anthony Field, Lachlan Gillespie, Simon Pryce, Emma Watkins, Paul Paddick",Australia,"May 15, 2020",TV-Y,2 Seasons,Kids' TV,"The top band for preschool kids, The Wiggles, entertains tots with spirited music, simple choreography and whimsical adventures."
84,tm55369,Edge of Seventeen,MOVIE,2000,R,104,"['romance', 'comedy', 'drama']",['US'],,tt0138414,6.8,6803.0,8.508,6.5,David Moreton,"Chris Stafford, Tina Holmes, Andersen Gabrych, Stephanie McVay, Lea DeLaria, John Eby, Antonio Carriero, Jason Lockhart",United States,"August 27, 2020",TV-MA,103 min,"Comedies, Dramas, Independent Movies",A 17-year-old confronts confusion and heartbreak as he rediscovers his sexuality in this story about coming out and its social consequences.
85,ts22286,Cardcaptor Sakura,SHOW,1998,TV-Y7,25,"['action', 'scifi', 'drama', 'family', 'fantasy', 'romance', 'animation', 'comedy']",['JP'],4.0,tt0221735,8.0,5230.0,68.852,8.589,,"Miwa Matsumoto, Motoko Kumai, Nozomu Sasaki, Hideyuki Tanaka, Junko Iwao, Emi Motoi, Yukana, Aya Hisakawa, Katsuyuki Konishi, Emi Shinohara, Sakura Tange, Ryoka Yuzuki, Minako Kotobuki, Yumi Toma, Natsuki Hanae, Issei Miyazaki, Tomokazu Seki, Kazuo Hayashi, Masaya Onosaka, Minori Suzuki, Megumi Ogata",Japan,"June 1, 2020",TV-Y7,2 Seasons,"Anime Series, International TV Shows","After a young girl breaks the seal of a magical book, releasing the spirits of the cards inside, she must become a ""Cardcaptor"" and retrieve them."
86,ts28516,Okupas,SHOW,2000,TV-MA,41,"['drama', 'crime']",['AR'],1.0,tt0289649,9.0,2629.0,7.29,8.635,,"Rodrigo de la Serna, Diego Alonso, Ariel Staltari, Franco Tirri, Ana Celentano, Rosina Soto, Augusto Brítez, Dante Mastropierro, Susana Manchini, Diana Wells",Argentina,"July 20, 2021",TV-MA,1 Season,"Classic & Cult TV, Crime TV Shows, International TV Shows","In 2000, a group of young men takes over a house in Buenos Aires, becoming squatters, while dealing with an increasingly violent and hostile city."
87,tm188606,Sankofa,MOVIE,1993,,124,"['drama', 'european']","['BF', 'ET', 'DE', 'GH', 'GB', 'US']",,tt0108041,7.0,743.0,3.14,6.0,Haile Gerima,"Kofi Ghanaba, Oyafunmike Ogunlano, Alexandra Duah, Nick Medley, Mutabaruka, Afemo Omilami, Reggie Carter, Mzuri","United States, Ghana, Burkina Faso, United Kingdom, Germany, Ethiopia","September 24, 2021",TV-MA,125 min,"Dramas, Independent Movies, International Movies","On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past."
88,ts20918,The Parkers,SHOW,1999,TV-PG,19,['comedy'],['US'],5.0,tt0200353,6.9,2485.0,15.417,7.9,,"Mo'Nique, Countess Vaughn, Dorien Wilson, Jenna von Oÿ, Ken Lawson, Yvette Wilson",United States,"October 1, 2020",TV-PG,5 Seasons,TV Comedies,"In this ""Moesha"" spinoff, undergraduate Kim is joined at Santa Monica College by her mother Nikki, who decides to go back to school with her daughter."
89,ts20939,Moesha,SHOW,1996,TV-14,21,"['drama', 'comedy', 'family']",['US'],6.0,tt0115275,5.8,3897.0,16.214,6.9,,"Brandy Norwood, William Allen Young, Sheryl Lee Ralph, Countess Vaughn, Lamont Bentley, Shar Jackson, Marcus T. Paulk, Yvette Wilson",United States,"August 1, 2020",TV-PG,6 Seasons,"TV Comedies, Teen TV Shows","Navigating the twists and firsts of high school, Moesha juggles friendships, romance and the occasional drama while trying to keep her family together."
90,ts21693,"Sister, Sister",SHOW,1994,TV-PG,22,"['comedy', 'drama', 'family']",['US'],6.0,tt0108927,6.3,13052.0,21.695,7.4,,"Tia Mowry-Hardrict, Jackée Harry, Tamera Mowry-Housley, Tim Reid, Marques Houston, RonReaco Lee, Deon Richmond",United States,"September 1, 2020",TV-PG,6 Seasons,"TV Comedies, Teen TV Shows","Separated at birth, twin sisters Tia Landry and Tamera Campbell reunite after 14 years and soon move in together, blending families and personalities."
91,tm189773,Maya Memsaab,MOVIE,1993,PG-13,126,"['drama', 'romance']",['IN'],,tt0137100,5.4,2260.0,3.476,5.806,Ketan Mehta,"Deepa Sahi, Farooq Shaikh, Raj Babbar, Shah Rukh Khan, Shreeram Lagoo, Sudha Shivpuri, Paresh Rawal, Raghuvir Yadav, Satyadev Dubey","France, United Kingdom, India","June 1, 2017",TV-14,122 min,"Dramas, International Movies, Music & Musicals","A beautiful, wealthy woman’s insatiable appetite for romance leads to tragedy and a police investigation."
92,tm37642,Blue Streak,MOVIE,1999,PG-13,93,"['comedy', 'thriller', 'action', 'crime']","['DE', 'US']",,tt0181316,6.3,85093.0,39.153,6.5,Les Mayfield,"Martin Lawrence, Luke Wilson, Peter Greene, Dave Chappelle, Nicole Ari Parker, Graham Beckel, Robert Miranda, Olek Krupa, Saverio Guerra, Richard C. Sarafian, William Forsythe","Germany, United States","January 1, 2021",PG-13,94 min,"Action & Adventure, Comedies",A jewel thief returns to his hiding place after a stint in jail — only to find that his diamond is buried under a newly constructed police station.
